District,villageName,taluka,institutionType,organisationName,solarDemand
Sangli,Kurlap,Walwa,Anganwadi,Kurlap Anganwadi No. 164 -27531140406,1kW
Sangli,Dhotrewadi,Walwa,Anganwadi,Dhotre Wadi 73 27 53 11 40 315,1kW
Sangli,Kargani,Atpadi,Anganwadi,Vaibhav Nagar No. 4,1kW
Sangli,Bilashi,Shirala,Anganwadi,Bilashi 139(27531100414),1kW
Sangli,Kargani,Atpadi,Anganwadi,Lakshmi Nagar No. 124,1kW
Sangli,Pare,Khanapur,Anganwadi,Pare Anganwadi No.48(27531130623),1kW
Sangli,Ambewadi ,Atpadi,Anganwadi,Ambewadi 13,1kW
Sangli,Kurlap,Walwa,Anganwadi,Anganwadi No.161-27531140403,1kW
Sangli,Chikhalhol,Khanapur,Anganwadi,Anganwadi No. 113 (27531130507),1kW
Sangli,Gomewadi,Atpadi,Anganwadi,Arjun Wadi No. 41,1kW
Sangli,Gomewadi,Atpadi,Anganwadi,Kadamwadi No. 142,1kW
Sangli,Pare,Khanapur,Anganwadi,Pare Anganwadi No. 151(27531130626),1kW
Sangli,Bhikwdi Bk,Khanapur,Anganwadi,Anganwadi No. 19 (27531130506),1kW
Sangli,Yewalewadi,Walwa,Anganwadi,349 Yewalewadi 27531140423,1kW
Sangli,Lengrewadi ,Atpadi,Anganwadi,Lengrewadi 59,1kW
Sangli,Gomewadi,Atpadi,Anganwadi,Siddhanath Nagar No.125,1kW
Sangli,Yedenipani,Walwa,Anganwadi,Bajarpeth Anganwadi No. 337,2kW
Sangli,Lengrewadi ,Atpadi,Anganwadi,Khotwasti 177,1kW
Sangli,Gomewadi,Atpadi,Anganwadi,Gomewadi No. 144,1kW
Sangli,Masalwadi ,Atpadi,Anganwadi,Masalwadi 68,1kW
Sangli,Gomewadi,Atpadi,Anganwadi,Jarag Vasti No. 13,1kW
Sangli,Devikhindi,Khanapur,Anganwadi,Anganwadi No. 122 (27531130509),1kW
Sangli,Madgule ,Atpadi,Anganwadi,Lingdewasti 176,1kW
Sangli,Waghwadi ,Walwa,Anganwadi,Anganwadi Waghwadi ,1kW
Sangli,Gomewadi,Atpadi,Anganwadi,Kalakhila No. 14,1kW
Sangli,Yedenipani,Walwa,Anganwadi,Yedenipani Anganwadi No. Near Bennar Office. 338,2kW
Sangli,Kurlap,Walwa,Anganwadi,Kurlap Anganwadi No 162-27531140404,1kW
Sangli,Hivtad,Atpadi,Anganwadi,SHUK NAGAR NO 50,1kW
Sangli,Devikhindi,Khanapur,Anganwadi,Anganwadi No. 170 (27531130511,1kW
Sangli,Hivtad,Atpadi,Anganwadi,Malwadi No. 51 ,1kW
Sangli,Jambhulani,Walwa,Anganwadi,Anganwadi Jambhulawadi,1kW
Sangli,Umarkanchan,Kadegaon,School,Z.P.School Umarkanchan,1kW
Sangli,Hivtad,Atpadi,Anganwadi,Sakha Khandekar Vasti,1kW
Sangli,Yedenipani,Walwa,Anganwadi,Marimi Devalaya Anganwadi No. 339 Yedenipani,2kW
Sangli,Kalewadi,Atpadi,Anganwadi,Kalewadi No. 53,1kW
Sangli,Virvadi,Shirala,Anganwadi,Virvadi 179(27531100424),1kW
Sangli,Hingangade,Khanapur,Anganwadi,Anganwadi No. 106 (27531130512),1kW
Sangli,Kalewadi,Atpadi,Anganwadi,Bodare Vasti 41 ,1kW
Sangli,Ozarde,Walwa,Anganwadi,Anganwadi Ozarde,1kW
Sangli,Kalewadi,Atpadi,Anganwadi,Dabde Rupnagar Vasti No. 43,1kW
Sangli,Yedenipani,Walwa,Anganwadi,Ganesh Nagar Shishuvihar Anganwadi No. 340 Yedenipani,2kW
Sangli,Malewadi,Atpadi,Anganwadi,Malewadi 64,1kW
Sangli,Hingangade,Khanapur,Anganwadi,Anganwadi No. 107 (27531130513),1kW
Sangli,Yelur ,Walwa,Anganwadi,Yelur27531140801,1kW
Sangli,Ranjani ,Kavthe Mahankal,School,Z p school Umbervodha ,10kW+
Sangli,Hingangade,Khanapur,Anganwadi,Anganwadi No. 166 (27531130514),1kW
Sangli,Pujarwadi,Atpadi,Anganwadi,Zirpimala ,1kW
Sangli,Tuljapur,Walwa,Anganwadi,Z.P.School Tuljapur Anganwadi No. 285,2kW
Sangli,Mahuli ,Khanapur,Anganwadi,Anganwadi No. 168 (27531130519),1kW
Sangli,Kurli,Khanapur,Anganwadi,Kurli Anganwadi No. M-9(27531130613),1kW
Sangli,Yelur ,Walwa,Anganwadi,Yelur 27531140803,1kW
Sangli,Waghwadi ,Walwa,Anganwadi,"Anganwadi Waghwadi, Code no -27531140626",1kW
Sangli,Kasegaon,Walwa,Anganwadi,131 Kasegaon 27 53 11 40 303,1kW
Sangli,Gatadwadi,Walwa,Anganwadi,Z.P.School Lonarwadi Anganwadi No. 79,2kW
Sangli,Jambhulani,Walwa,Anganwadi,"Anganwadi Jambhulwadi, code number 27531140624",1kW
Sangli,Nagewadi,Khanapur,Anganwadi,Anganwadi No. 108 (27531130521),1kW
Sangli,Yelur ,Walwa,Anganwadi,Yelur 27531140805,1kW
Sangli,Nagewadi,Khanapur,Anganwadi,Anganwadi No. 17 (27531130525),1kW
Sangli,Yelur ,Walwa,Anganwadi,Yelur 27531140806,1kW
Sangli,Kokale,Kavthe Mahankal,School,Zilla Parishad Girls School No. 2 Kokale,3kW
Sangli,Bhendawade Gavthan,Khanapur,Anganwadi,Anganwadi ???.84 /27531130403,1kW
Sangli,Ozarde,Walwa,Anganwadi,"Anganwadi Ozarde, Code No. 27531140618",1kW
Sangli,Jondhalkhindi,Khanapur,Anganwadi,Anganwadi ???.91/27531130409,1kW
Sangli,Shetfale ,Atpadi,Anganwadi,Shetfale 92,1kW
Sangli,Shetfale ,Atpadi,Anganwadi,Shetfale 93,1kW
Sangli,Lengare,Khanapur,Anganwadi,Anganwadi No.95/27531130411,1kW
Sangli,Yelur ,Walwa,Anganwadi,Yelur 27531140807,1kW
Sangli,Kinrewadi,Shirala,Anganwadi,Kinrewadi No.10 (Code No. 27531100217),1kW
Sangli,Shetfale ,Atpadi,Anganwadi,Shetfale185,1kW
Sangli,Shetfale,Atpadi,Anganwadi,Rebaimala,1kW
Sangli,Chikhalhol,Khanapur,Anganwadi,Anganwadi No. 114 (27531130508),1kW
Sangli,Pimpalwadi,Kavthe Mahankal,School,Z.P.School Pimpalwadi,2kW
Sangli,Lengare,Khanapur,Anganwadi,Anganwadi Kra.96/27531130412,1kW
Sangli,Shetfale ,Atpadi,Anganwadi,Patilmala 95,1kW
Sangli,Lengare,Khanapur,Anganwadi,Anganwadi ???.97/27531130413,1kW
Sangli,Shetfale ,Atpadi,Anganwadi,Tu bu mala,1kW
Sangli,Vejegaon,Khanapur,Anganwadi,Anganwadi No. 124 (27531130527),1kW
Sangli,Chinchewadi,Shirala,Anganwadi,Chinchewadi Sr.No.11 (Code No. 27531100224),1kW
Sangli,Indiranagar Budhgaon,Miraj,School,Z.P.School Indiranagar,3kW
Sangli,Shetfale ,Atpadi,Anganwadi,Shivecha mala,1kW
Sangli,Kharale,Shirala,Anganwadi,Kharale No. 12 (Code No. 27531100223),1kW
Sangli,Lengare,Khanapur,Anganwadi,Anganwadi No. 98/27531130414,1kW
Sangli,Shetfale,Atpadi,Anganwadi,Ranmala ,1kW
Sangli,Vejegaon,Khanapur,Anganwadi,Anganwadi No. 125 (27531130528),1kW
Sangli,Lengare,Khanapur,Anganwadi,Anganwadi No. 99/27531130415,1kW
Sangli,Itkare,Walwa,Anganwadi,Itkare 27531140808,1kW
Sangli,Kalundre,Shirala,Anganwadi,Kalandre No. 15 (Code No. 27531100221),1kW
Sangli,Erandoli,Miraj,Anganwadi,Near Gaonbhag Gram Panchayat No. 101 (27531070703),1kW
Sangli,Banpuri ,Atpadi,Anganwadi,Barvkarwasti ,1kW
Sangli,Kusalewadi,Shirala,Anganwadi,Kusalewadi No. 17 (Code No. 27531100214),1kW
Sangli,Itkare,Walwa,Anganwadi,Itkare 275311408009,1kW
Sangli,Vejegaon,Khanapur,Anganwadi,Anganwadi No. 171 (27531130530),1kW
Sangli,Banpuri ,Atpadi,Anganwadi,Banpuri 17,1kW
Sangli,Erandoli,Miraj,Anganwadi,PatilVasti Malgaon Road No. 102 (27531070707),1kW
Sangli,Mohare,Shirala,Anganwadi,Mohre No. 23 (Code No. 27531100205),1kW
Sangli,Banpuri ,Atpadi,Anganwadi,Banpuri 18,1kW
Sangli,Erandoli,Miraj,Anganwadi,Gundewadi Road No. 104 (27531070708),1kW
Sangli,Banpuri ,Atpadi,Anganwadi,Puklewasti ,1kW
Sangli,Peth (Golewadi),Walwa,Anganwadi,Anganwadi Peth Code Number 27531140601,1kW
Sangli,Dhankewadi,Shirala,Anganwadi,Dhankewadi No. 135 (Code Number 27531100218),1kW
Sangli,Itkare,Walwa,Anganwadi,Itkare 27531140810,1kW
Sangli,BICHUD ,Walwa,Anganwadi,Priyadarshani Anganwadi (27531150306),1kW
Sangli,Erandoli,Miraj,Anganwadi,Linganoor Road PatilVasti Erandoli No. 106 (27531070706),1kW
Sangli,Banpuri ,Atpadi,Anganwadi,Yamgarwasti ,1kW
Sangli,Ghabakwadi,Walwa,Anganwadi,"Ghabakwadi Anganwadi, Code Number 27531140625",1kW
Sangli,Khundlapur,Shirala,Anganwadi,Khundlapur No. 136 (Code No. 27531100213),1kW
Sangli,Banpuri,Atpadi,Anganwadi,Tokewasti 30,1kW
Sangli,Patrewadi ,Atpadi,Anganwadi,Dhanappawada,1kW
Sangli,Vyankochiwadi,Miraj,Anganwadi,Vyankochiwadi No. 107 (27531070710),1kW
Sangli,Ozarde,Walwa,Anganwadi,Anganwadi Ozerde Code No. 27531140619,1kW
Sangli,Tadavale,Atpadi,Anganwadi,Tadavale,1kW
Sangli,Kundalwadi,Walwa,Anganwadi,Kundalwadi 27531140812,1kW
Sangli,Killemachindragad,Walwa,Anganwadi,"Adarsh ??Balak Mandir, Anganwadi Code-27531150707",1kW
Sangli,Tadavale,Atpadi,Anganwadi,Shivajinagar ,1kW
Sangli,Talewadi,Atpadi,Anganwadi,Talewadi 111,1kW
Sangli,Kundalwadi,Walwa,Anganwadi,Kundalwadi 27531140813,1kW
Sangli,Talewadi,Atpadi,Anganwadi,Sargarwasti 128,1kW
Sangli,Peth,Walwa,Anganwadi,Anganwadi Peth Code Number 27531140609,1kW
Sangli,Kundalwadi,Walwa,Anganwadi,Kundalwadi 27531140814,1kW
Sangli,Talewadi ,Atpadi,Anganwadi,Satputewasti ,1kW
Sangli,Z.P.School no.2 Bambavde,Palus,School,Z.P.School No. 2 Bambawade ,2kW
Sangli,Khotwadi,Shirala,Anganwadi,Khotwadi No. 164 (Code No. 27531100225),1kW
Sangli,Bahadurwadi,Walwa,Anganwadi,Bahadurwadi 27531140827,1kW
Sangli,Killemachindragad,Walwa,Anganwadi,Savitribai Phule Balak Mandir Anganwadi Code -27531150708,1kW
Sangli,Nayakalwadi,Walwa,Anganwadi,"Anganwadi Nayaklawadi, Code No. -27531140623",1kW
Sangli,Talewadi ,Atpadi,Anganwadi,Shindewasti 40,1kW
Sangli,Balewadi ,Atpadi,Anganwadi,Balewadi,1kW
Sangli,Nathwade,Shirala,Anganwadi,Nathwade No.169 (Code No. 27531100203),1kW
Sangli,Balewadi ,Atpadi,Anganwadi,Devraswasti ,1kW
Sangli,Balewadi,Atpadi,Anganwadi,Kolekarwasti ,1kW
Sangli,Mangrul,Shirala,Anganwadi,Mangrool 15 (27531100427),1kW
Sangli,Nangole ,Kavthe Mahankal,School,Z.P.School Nangole,3kW
Sangli,Kalamwadi,Shirala,Anganwadi,Kalamwadi No. 6 (Code No. 27531100216),1kW
Sangli,Manewadi ,Atpadi,Anganwadi,Manewadi,1kW
Sangli,Peth,Walwa,Anganwadi,Anganwadi Peth Code No. 27531140603,1kW
Sangli,Bahadurwadi,Walwa,Anganwadi,Bahadurwadi 27531140828,1kW
Sangli,Killemachindragad,Walwa,Anganwadi,"Fort Machhindragad 146 Shivnagar, Anganwadi Code-27531150710",1kW
Sangli,Thabkewadi,Kavthe Mahankal,School,Zip . P School KhotVasti,10kW
Sangli,Peth,Walwa,Anganwadi,Anganwadi Peth Code No. 27531140602,1kW
Sangli,Surul,Walwa,Anganwadi,"Anganwadi Surul, Code No. -27531140622",1kW
Sangli,Mangrul Morewadi,Shirala,Anganwadi,Morewadi 140(27531100419),1kW
Sangli,Kokale,Kavthe Mahankal,School,Kasegaon Educational Institute Shri Renuka Vidyamandir Kokale,3kW
Sangli,Peth,Walwa,Anganwadi,Anganwadi Peth Code Number 27531140605,1kW
Sangli,Kundalwadi,Walwa,Anganwadi,Kundalwadi 27531140814,1kW
Sangli,Bahadurwadi,Walwa,Anganwadi,Bahadurwadi 27531140829,1kW
Sangli,Killemachindragad,Walwa,Anganwadi,"Hanuman Bal Mandir , Anganwadi Code -27531150712",1kW
Sangli,Peth,Walwa,Anganwadi,Anganwadi Peth Code Number 27531140606,1kW
Sangli,Peth,Walwa,Anganwadi,Anganwadi Peth Code No. 27531140607,1kW
Sangli,Singanhalli,Jat,School,Z p school kalelvasti,10kW
Sangli,Shirte,Walwa,Anganwadi,"Krishna Anganwadi, Anganwadi Code-27531150720",1kW
Sangli,Manikwadi,Walwa,Anganwadi,Anganwadi Manikwadi Code Number 27531140614,1kW
Sangli,Lavanmachi,Walwa,Anganwadi,"Mauli Balak Mandir, Anganwadi Code -27531150725",1kW
Sangli,Tippehalli,Jat,School,Zilla Parishad Marathi School Tippehalli,4kW
Sangli,Dighanchi 27531030708,Atpadi,Anganwadi,Anita Devidas Board,1kW
Sangli,Thabkewadi,Kavthe Mahankal,School,Z.P.School ,3kW
Sangli,Gondilwadi,Palus,School,Z.P.School Gondilwadi,10kW
Sangli,Alkud S,Kavthe Mahankal,School,Z. P. P. School Alkud S ,3kW
Sangli,Holarsamaj 27531030710,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Sukhwadi,Palus,School,Z. P. School Sukhwadi ,2kW
Sangli,Narsinhpur,Walwa,Anganwadi,"Krishnamai Balak Mandir, Anganwadi Code -27531150715",1kW
Sangli,Pusavale Vasti 23,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Narsinhpur,Walwa,Anganwadi,"Child and Child Development,, Anganwadi Code-27531150716",1kW
Sangli,Kala patta 27531030711,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Shindewadi,Shirala,Anganwadi,Shindewadi 47(27531100409),1kW
Sangli,Narsinhpur,Walwa,Anganwadi,"Kilbil Anganwadi, Anganwadi Code -27531150717",1kW
Sangli,Misalvasthi 27531030726,Jat,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Alkud S,Kavthe Mahankal,School,Zip School Gordwadi,2kW
Sangli,Fupire,Shirala,Anganwadi,Fupire 54 (27531100417),1kW
Sangli,Dhokmala 27531030703,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Khundlapur,Shirala,Primary Health Center,Ayushman Arogya Mandir Khundlapur,7kW
Sangli,Khatkevasti 27531030721,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Gangapur 27531030720,Atpadi,Anganwadi,Anita Devidas Bondar,1kW
Sangli,Kusaiwadi,Shirala,Anganwadi,Kusa Evadi 45 (27531100408),1kW
Sangli,Berdmachi,Walwa,Anganwadi,"Bal Sishuvihar, Anganwadi Code 27 53 115 0722",1kW
Sangli,Agran Dhulgaon ,Kavthe Mahankal,School,Z.P. School Railway station ,3kW
Sangli,Durundewadi,Shirala,Anganwadi,Durundewadi 180 (27531100425),1kW
Sangli,Berdmachi,Walwa,Anganwadi,"Bal Nandan Anganwadi, Anganwadi Code-275311507123",1kW
Sangli,Bilur,Jat,School,Zilla Parishad Marathi School Jiwanvar Salunkhe Vasti (Bilur),10kW+
Sangli,Bhbarde,Khanapur,Anganwadi,Bhambrde 141(271130701),1kW
Sangli,Kuchi,Kavthe Mahankal,School,Zip School No.2 Kuchi,3kW
Sangli,Bhambarde ,Khanapur,Anganwadi,Bhambrde 142,1kW
Sangli,Padmanagar,Palus,School,Z P School Padmanagar,3kW
Sangli,Lavanmachi,Walwa,Anganwadi,"Mauli Balak Mandir, Anganwadi Code -27531150724",1kW
Sangli, Dudhgaon,Miraj,School, Z.P.School Number Two Dudhgaon Taluka Miraj ,10kW
Sangli,Shivajinagar,Kavthe Mahankal,School,District School Shivajinagar ,5kW
Sangli,Dafalapur ,Jat,School,Z.P.School Koli Vasti ,10kW+
Sangli,Dudhgaon,Miraj,School,Z.P.School Number Two Dudhgaon ,10kW
Sangli,Malewadi,Walwa,Anganwadi,Malewadi 27531140820,1kW
Sangli,Malewadi,Walwa,Anganwadi,Malewadi 27531140821,1kW
Sangli,Sangli,Kavthe Mahankal,School,Z.P.School Kumbharmala,2kW
Sangli,Kanegaon,Walwa,Anganwadi,Kanegaon 27531140823,1kW
Sangli,Lengare,Khanapur,Anganwadi,Anganwadi No.100/27531130416,1kW
Sangli,Dhavleswar,Khanapur,Anganwadi,Dhavleshwer 130(27531130703),1kW
Sangli,Madgyal,Jat,Anganwadi,Matra Gaonbhag Center No. 25,2kW
Sangli,Agran Dhulgaon ,Kavthe Mahankal,School,Z.P.Pri. School Chougule Hazare Dudhaal Mala,2kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalaj (174) 27531110707,1kW
Sangli,Kanegaon,Walwa,Anganwadi,Kanegaon ,1kW
Sangli,Lengare,Khanapur,Anganwadi,Anganwadi No.101/27531130417,1kW
Sangli,Belewadi,Shirala,Anganwadi,Bellewadi 52 (27531100415),1kW
Sangli,Sanmadi,Jat,Anganwadi,Sanmadi Gaonbhag Center No.07,2kW
Sangli,Lengare,Khanapur,Anganwadi,Anganwadi ???.163/27531130418,1kW
Sangli,Dhavleshwer ,Khanapur,Anganwadi,Dhavleshwer 131(27531130704),1kW
Sangli,Madalmuthi,Khanapur,Anganwadi,Anganwadi No.102/27531130419,1kW
Sangli,Dhavleshwer ,Khanapur,Anganwadi,Dhavleshwar No.174( 27 53 11 30 705 ),1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalaj 174(27531110707,1kW
Sangli,Madalmuthi,Khanapur,Anganwadi,Anganwadi No.102/27531130420,1kW
Sangli,Shivajinagar Avandhi ,Jat,School,Zilla Parishad,10kW
Sangli,Ranjani,Kavthe Mahankal,School,Z.P.School Limbewadi,3kW
Sangli,Madalmuthi,Khanapur,Anganwadi,Anganwadi ???.164/27531130421,1kW
Sangli,Gardi ,Khanapur,Anganwadi,Gardi Anganwadi No. 133 (275311706),1kW
Sangli,Madgyal,Jat,Anganwadi,Madgyal Chowgule Vasti Center No. 26,1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalaj 175(27531110708,1kW
Sangli,Gardi ,Khanapur,Anganwadi,Gardi Anganwadi No. 134 (275311707),1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalj 176 (27531110709,1kW
Sangli,Belunkhi,Jat,School,Mahatma Phule Colony Belunkhi,7kW
Sangli,Madgyal,Jat,Anganwadi,Madgyal Kore Vasti Center No. 27,1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalj 178 (27531110711,1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalj 179 (27531110712),1kW
Sangli,Tandulwadi ,Walwa,Anganwadi,Tandulwadi 27531140817,1kW
Sangli,Ranjani ,Kavthe Mahankal,School,z p school Bhosale Pawarmala Ranjani,2kW
Sangli,Yelvi,Jat,Anganwadi,Yelvi Kadam Khandekar Vasti Center No. 2 ,1kW
Sangli,Bhambde,Khanapur,Anganwadi,Bhambarde 142 (27531130702),1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savalaj 182 (27531110715),1kW
Sangli,Tandulwadi 282,Walwa,Anganwadi,Tandulwadi 27531140818,1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Sawalaj 209(27531110716),1kW
Sangli,Dhavleshwer ,Khanapur,Anganwadi,MN Aiwale Phone Number 94 20 67 97 25,1kW
Sangli,Gholeshwar,Jat,Anganwadi,Gholeshwar Tambewadi Center No.4,1kW
Sangli,Savlaj72(27531110719,Tasgaon,Anganwadi,Savalj 72,1kW
Sangli,Yedemachindra,Walwa,Anganwadi,Prerna Balak Mandir (27531150706),1kW
Sangli,Lodhe ,Tasgaon,Anganwadi,Lodhe 103(27531110704,1kW
Sangli,Dhavleshwer ,Khanapur,Anganwadi,Dhaweleshwar No. 131(27530704),1kW
Sangli,Sanmadi,Jat,Anganwadi,Sanmadi PawarVasti Center No.5,1kW
Sangli,Lokrewadi,Tasgaon,Anganwadi,Lokrewadi 188(27531110706,1kW
Sangli,Yedemachindra,Walwa,Anganwadi,Dyandip Balak Mandir ( 27531150704),1kW
Sangli,Dhavleshwer ,Khanapur,Anganwadi,Dhavaleswar No.174 (27531130705),1kW
Sangli,Vadgaon,Tasgaon,Anganwadi,Vadgaon 65 (27531110730),1kW
Sangli,Shidhewadi,Tasgaon,Anganwadi,Sidhewadi 195(27531110720),1kW
Sangli,Shidhewadi,Tasgaon,Anganwadi,Sidhewadi 196(27531110721),1kW
Sangli,Yedemachindra,Walwa,Anganwadi,Near Peyjal 335 (27531150705),1kW
Sangli,Sidhewadi,Tasgaon,Anganwadi,Sidhewadi 197(27531110722),1kW
Sangli,Yedemachindra,Walwa,Anganwadi,Ambabai Bal Mandir (27531150702),1kW
Sangli,Koulage,Tasgaon,Anganwadi,Koulage 104(27531110701),1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savlaj 181(27531110714),1kW
Sangli,Sonyal,Jat,Anganwadi,Sonyal  Garlewadi Center No. 09,1kW
Sangli,Savlaj,Tasgaon,Anganwadi,Savlaj 61(27531110717,1kW
Sangli,Aalsand,Khanapur,Anganwadi,Alsand S.No. 73 27531130201,1kW
Sangli,Kale,Walwa,Anganwadi,Jijau Balak Mandir Anganwadi Code -27531150726,1kW
Sangli,Anjani ,Tasgaon,Anganwadi,Anjani 193(27531110102),1kW
Sangli,Anjani ,Tasgaon,Anganwadi,Anjani 194(27531110103),1kW
Sangli,Aalsand ,Khanapur,Anganwadi,Alsand Anganwadi No. 74 Code No 27531130203,1kW
Sangli,Gavhan ,Tasgaon,Anganwadi,Gavhan 57(27531110118),1kW
Sangli,Aalsand,Khanapur,Anganwadi,Alsand Anganwadi No. 75 Code No 27 53 11 30 204,1kW
Sangli,Gavhan ,Tasgaon,Anganwadi,Gardi No 58(27531110120),1kW
Sangli,Gardi ,Khanapur,Anganwadi,Gardi No 135 (275311708),1kW
Sangli,Aalsand,Khanapur,Anganwadi,Alsand Anganwadi No. 156 Code No 27 53 11 30 205,1kW
Sangli,Gavhan ,Tasgaon,Anganwadi,Gavhan 59(27531110121),1kW
Sangli,Gavhan ,Tasgaon,Anganwadi,Gavhan 61(27531110122),1kW
Sangli,Gardi ,Khanapur,Anganwadi,Gardi No 176(27531130709),1kW
Sangli,Aalsand,Khanapur,Anganwadi,Alsand Anganwadi No. 157 Code No 27 53 11 30 205,1kW
Sangli,Arag,Miraj,Anganwadi,Z.P.School No 2 Center No 2    2-27531070102,1kW
Sangli,Bastawde ,Tasgaon,Anganwadi,Bastavde171(27531110105),1kW
Sangli,Balwadi Bha,Khanapur,Anganwadi,Balvadi Bha Anganwadi No. 79 Code No 27 53 11 30 207,1kW
Sangli,Bastawde,Tasgaon,Anganwadi,Bastavde172(27531110107),1kW
Sangli,Ghanwad ,Khanapur,Anganwadi,Ghanwad No 136 (27531130710,1kW
Sangli,Gardi ,Khanapur,Anganwadi,Gardi No 176 (28531130709),1kW
Sangli,Vajrachounde,Tasgaon,Anganwadi,Vajrachounde 15(27531110127),1kW
Sangli,Dongarsoni ,Tasgaon,Anganwadi,Dongarsoni 183(27531110110),1kW
Sangli,Dongarsoni ,Tasgaon,Anganwadi,Dongarsoni 184(27531110114),1kW
Sangli,Arag,Miraj,Anganwadi,Maruti Mandir Arag 27531070103,1kW
Sangli,Balwadi Bha,Khanapur,Anganwadi,Balvadi Bha  Anganwadi No. 81 C.N. 27 53 11 30 209,1kW
Sangli,Ghanwad ,Khanapur,Anganwadi,Khanwad No 137 (27531130711),1kW
Sangli,Balwadi Bha,Khanapur,Anganwadi,Balvadi Bha Anganwadi No. 161 C.N. 27 53 11 30 21 210,1kW
Sangli,Ghanwad ,Khanapur,Anganwadi,Ghanwad No136(2753117010),1kW
Sangli,Bhalawani,Khanapur,Anganwadi,Bhalavni Anganwadi No. 63 C.N. 27 53 11 30 212,1kW
Sangli,Ghanwad ,Khanapur,Anganwadi,Ghanwad No 138 (27531130712),1kW
Sangli,Arag,Miraj,Anganwadi,Mansurvadi -4 -27531070104,1kW
Sangli,Bhalawani,Khanapur,Anganwadi,Anganwadi No. 64 C.N. 27 53 1130213,1kW
Sangli,Ghorpadi,Kavthe Mahankal,Anganwadi,Integrated Child Development Service Scheme Kavathemankal,10kW+
Sangli,Ghanwad ,Khanapur,Anganwadi,Ghanwad No177 (27531130713),1kW
Sangli,Bhalawani,Khanapur,Anganwadi,Bhalavani Anganwadi No. 65 C.N. 27 53 11 30 214,1kW
Sangli,Arag,Miraj,Anganwadi,Malwadi Arag-5-27531070105,1kW
Sangli,Inamdhamni,Miraj,Anganwadi,141 Inamdhamani near ST stand 27531070819,1kW
Sangli,Kalambi ,Khanapur,Anganwadi,Kalambi 132 (27531130715),1kW
Sangli,Bhalawani,Khanapur,Anganwadi,Bhalavni Anganwadi No. 66 C.N.27 53 11 30 215,1kW
Sangli,Juni Dhamni,Miraj,Anganwadi,"Near Marathi school, 140 old Dhamani code  27531070818",1kW
Sangli,Bhalawani,Khanapur,Anganwadi,Bhalavani Anganwadi No. 67 C.N. 27531130216,1kW
Sangli,Kalambi ,Khanapur,Anganwadi,Kalambi 175(27531130716,1kW
Sangli,Arag,Miraj,Anganwadi,Landgewadi Arag -7-27531070107,1kW
Sangli,Bhalawani,Khanapur,Anganwadi,Bhalavni Anganwadi No. 68 Code No 27 53 11 30 217,1kW
Sangli,Bhalawani,Khanapur,Anganwadi,Bhalavni Anganwadi No. 155 Code No 27 53 11 30 218,1kW
Sangli,Pawarwasti manerajuri,Tasgaon,School,Z P School pawarwasti,3kW
Sangli,Renavi,Khanapur,Anganwadi,Renavi No. 127 (???????????),1kW
Sangli,Arag ,Miraj,Anganwadi,Ashoknagar  -8-27531070108,1kW
Sangli,Jadhavnagar,Khanapur,Anganwadi,Jadhavnagar Anganwadi No. 82 C.N.27531130221,1kW
Sangli,Renavi,Khanapur,Anganwadi,Renavi 128(27531130718),1kW
Sangli,Sanmadi,Jat,Anganwadi,Sanmadi Narlevadi Center No 08,1kW
Sangli,Juni Dhamni,Miraj,Anganwadi,Juni Dhamni 140 Marathi School 27531070818,1kW
Sangli,Kamlapur,Khanapur,Anganwadi,Kamlapur Anganwadi No. 78 Code No 27531130222,1kW
Sangli,Renavi,Khanapur,Anganwadi,Yenari 172 (27531130719),1kW
Sangli,Kamlapur,Khanapur,Anganwadi,Kamlapur Anganwadi No. 160 Code No 27 53 11 30223 223,1kW
Sangli,Baj,Jat,School,Jay Hanuman Shikshan Sanstha Baj,3kW
Sangli,Inamdhamni,Miraj,Anganwadi,Inamdhamani Water Tank 27531070821,1kW
Sangli,Khambale,Khanapur,Anganwadi,Khambale Anganwadi No. 70 Code No 27 53 11 30 225,1kW
Sangli,Revangaon,Khanapur,Anganwadi,Revangaon129 (27531130720),1kW
Sangli,Khambale Anganwadi Kra.71,Khanapur,Anganwadi,Khambale Anganwadi No. 71 Code no 27 53 11 30 226,1kW
Sangli,Revangaon ,Khanapur,Anganwadi,Revangaon 173 (27531130721),1kW
Sangli,Dhavali ,Miraj,Anganwadi,Dhavali 133 Z P School 27531070815,1kW
